"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,30,"BIH","Bosnia and Herzegovina",1,"Brcko","Distrikt","District",NA,NA
2,30,"BIH","Bosnia and Herzegovina",2,"Federacija Bosna i Hercegovina","Entity","Entity",NA,"Federation of Bosnia and Herzegovina"
3,30,"BIH","Bosnia and Herzegovina",3,"Repuplika Srpska","Entity","Entity",NA,"Serbian Republic"
