"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,202,"SRB","Serbia",209,"SRB","Serbia","SERBIA","Serbia and Montenegro","Srbija",NA,"Serbia and Montenegro",NA,"Serbie ","Serbia ","<U+0421><U+0435><U+0440><U+0431><U+0438><U+044F>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629> <U+0635><U+0631><U+0628><U+064A><U+0627> ","<U+585E><U+5C14><U+7EF4><U+4E9A> ","Jugoslavia|Yugoslavia",NA,"Serbia","RS",NA,"RB",688,"20060605","Present",9981929,88201.758,113.171542453836,"Southern Europe","Europe",2,NA,1,NA,"Europe & Central Asia","Lower middle income","Severely indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
