"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,133,"MKD","Macedonia",147,"MKD","Macedonia","MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF","Macedonia,The Fmr Yug Rp","Makedonija",NA,"Macedonia, The Former Yugoslav Republic of|The former Yugoslav Republic of Macedonia",NA,"Macédoine, l'ex-République Yougoslave de ","Macedonia ","<U+041C><U+0430><U+043A><U+0435><U+0434><U+043E><U+043D><U+0438><U+044F>","<U+0645><U+0642><U+062F><U+0648><U+0646><U+064A><U+0627>","<U+9A6C><U+5176><U+987F> ","Jugoslavia|Yugoslavia",NA,"Macedonia","MK",NA,"MK",807,"19910125","Present",2033975,25321.289,80.3266768923178,"Southern Europe","Europe",2,NA,1,NA,"Europe & Central Asia","Lower middle income","Less indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
