"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,124,"LVA","Latvia",1,"Kurzeme","Province","Province",NA,NA
2,124,"LVA","Latvia",2,"Latgale","Province","Province",NA,NA
3,124,"LVA","Latvia",3,"Riga","Province","Province",NA,NA
4,124,"LVA","Latvia",4,"Vidzeme","Province","Province",NA,NA
5,124,"LVA","Latvia",5,"Zemgale","Province","Province",NA,NA
