"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,187,"ROU","Romania",191,"ROU","Romania","ROMANIA","Romania","Romania",NA,NA,NA,"Roumanie ","Rumanía ","<U+0420><U+0443><U+043C><U+044B><U+043D><U+0438><U+044F>","<U+0631><U+0648><U+0645><U+0627><U+0646><U+064A><U+0627>","<U+7F57><U+9A6C><U+5C3C><U+4E9A> ",NA,NA,"Romania","RO",NA,"RO",642,"19470210","Present",22437710,236654,94.8122998132294,"Eastern Europe","Europe",2,NA,1,NA,"Europe & Central Asia","Lower middle income","Less indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
