"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,131,"LUX","Luxembourg",1,"Diekirch","District","District",NA,"Dikrech|Dikkrich"
2,131,"LUX","Luxembourg",2,"Grevenmacher","District","District",NA,"Gréivemaacher"
3,131,"LUX","Luxembourg",3,"Luxembourg","District","District",NA,"Lëtzebuerg|Luxemburg"
