"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,30,"BIH","Bosnia and Herzegovina",27,"BIH","Bosnia and Herzegovina","BOSNIA AND HERZEGOVINA","Bosnia and Herzegovina","Bosna i Hercegovina",NA,"Bosnia",NA,"Bosnie-Herzégovine ","Bosnia-Herzegovina ","<U+0411><U+043E><U+0441><U+043D><U+0438><U+044F> <U+0438> <U+0413><U+0435><U+0440><U+0446><U+0435><U+0433><U+043E><U+0432><U+0438><U+043D><U+0430> ","<U+0627><U+0644><U+0628><U+0648><U+0633><U+0646><U+0629> <U+0648> <U+0627><U+0644><U+0647><U+0631><U+0633><U+0643>","<U+6CE2><U+65AF><U+5C3C><U+4E9A> - <U+9ED1><U+585E><U+54E5><U+7EF4><U+90A3> ","Jugoslavia|Yugoslavia",NA,"Bosnia and Herzegovina","BA",NA,"BK",70,"19940318","Present",3977106,51403.379,77.3705168292536,"Southern Europe","Europe",2,NA,1,NA,"Europe & Central Asia","Lower middle income","Less indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
